"produto_id","nome_produto","categoria_produto","preco_produto","fornecedor_id","nome_fornecedor","endereco_fornecedor","telefone_fornecedor","loja_id","nome_loja","endereco_loja","cidade_loja","quantidade_estoque","data_estoque"
856,"Produto 856","Categoria 2",8560.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2023-02-22"
857,"Produto 857","Categoria 3",8570.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2023-02-21"
858,"Produto 858","Categoria 4",8580.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2023-02-20"
859,"Produto 859","Categoria 5",8590.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2023-02-19"
860,"Produto 860","Categoria 1",8600.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2023-02-18"
861,"Produto 861","Categoria 2",8610.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2023-02-17"
862,"Produto 862","Categoria 3",8620.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2023-02-16"
863,"Produto 863","Categoria 4",8630.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2023-02-15"
864,"Produto 864","Categoria 5",8640.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2023-02-14"
865,"Produto 865","Categoria 1",8650.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2023-02-13"
866,"Produto 866","Categoria 2",8660.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2023-02-12"
867,"Produto 867","Categoria 3",8670.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2023-02-11"
868,"Produto 868","Categoria 4",8680.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2023-02-10"
869,"Produto 869","Categoria 5",8690.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2023-02-09"
870,"Produto 870","Categoria 1",8700.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2023-02-08"
871,"Produto 871","Categoria 2",8710.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2023-02-07"
872,"Produto 872","Categoria 3",8720.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2023-02-06"
873,"Produto 873","Categoria 4",8730.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2023-02-05"
874,"Produto 874","Categoria 5",8740.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2023-02-04"
875,"Produto 875","Categoria 1",8750.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2023-02-03"
876,"Produto 876","Categoria 2",8760.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2023-02-02"
877,"Produto 877","Categoria 3",8770.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2023-02-01"
878,"Produto 878","Categoria 4",8780.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2023-01-31"
879,"Produto 879","Categoria 5",8790.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2023-01-30"
880,"Produto 880","Categoria 1",8800.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2023-01-29"
881,"Produto 881","Categoria 2",8810.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2023-01-28"
882,"Produto 882","Categoria 3",8820.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2023-01-27"
883,"Produto 883","Categoria 4",8830.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2023-01-26"
884,"Produto 884","Categoria 5",8840.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2023-01-25"
885,"Produto 885","Categoria 1",8850.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2023-01-24"
886,"Produto 886","Categoria 2",8860.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2023-01-23"
887,"Produto 887","Categoria 3",8870.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2023-01-22"
888,"Produto 888","Categoria 4",8880.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2023-01-21"
889,"Produto 889","Categoria 5",8890.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2023-01-20"
890,"Produto 890","Categoria 1",8900.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2023-01-19"
891,"Produto 891","Categoria 2",8910.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2023-01-18"
892,"Produto 892","Categoria 3",8920.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2023-01-17"
893,"Produto 893","Categoria 4",8930.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2023-01-16"
894,"Produto 894","Categoria 5",8940.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2023-01-15"
895,"Produto 895","Categoria 1",8950.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2023-01-14"
896,"Produto 896","Categoria 2",8960.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2023-01-13"
897,"Produto 897","Categoria 3",8970.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2023-01-12"
898,"Produto 898","Categoria 4",8980.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2023-01-11"
899,"Produto 899","Categoria 5",8990.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2023-01-10"
900,"Produto 900","Categoria 1",9000.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2023-01-09"
901,"Produto 901","Categoria 2",9010.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",1,"2023-01-08"
902,"Produto 902","Categoria 3",9020.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",2,"2023-01-07"
903,"Produto 903","Categoria 4",9030.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",3,"2023-01-06"
904,"Produto 904","Categoria 5",9040.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",4,"2023-01-05"
905,"Produto 905","Categoria 1",9050.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",5,"2023-01-04"
906,"Produto 906","Categoria 2",9060.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",6,"2023-01-03"
907,"Produto 907","Categoria 3",9070.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",7,"2023-01-02"
908,"Produto 908","Categoria 4",9080.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",8,"2023-01-01"
909,"Produto 909","Categoria 5",9090.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",9,"2022-12-31"
910,"Produto 910","Categoria 1",9100.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",10,"2022-12-30"
911,"Produto 911","Categoria 2",9110.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",11,"2022-12-29"
912,"Produto 912","Categoria 3",9120.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",12,"2022-12-28"
913,"Produto 913","Categoria 4",9130.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",13,"2022-12-27"
914,"Produto 914","Categoria 5",9140.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",14,"2022-12-26"
915,"Produto 915","Categoria 1",9150.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",15,"2022-12-25"
916,"Produto 916","Categoria 2",9160.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",16,"2022-12-24"
917,"Produto 917","Categoria 3",9170.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",17,"2022-12-23"
918,"Produto 918","Categoria 4",9180.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",18,"2022-12-22"
919,"Produto 919","Categoria 5",9190.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",19,"2022-12-21"
920,"Produto 920","Categoria 1",9200.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",20,"2022-12-20"
921,"Produto 921","Categoria 2",9210.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",21,"2022-12-19"
922,"Produto 922","Categoria 3",9220.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",22,"2022-12-18"
923,"Produto 923","Categoria 4",9230.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",23,"2022-12-17"
924,"Produto 924","Categoria 5",9240.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",24,"2022-12-16"
925,"Produto 925","Categoria 1",9250.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",25,"2022-12-15"
926,"Produto 926","Categoria 2",9260.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",26,"2022-12-14"
927,"Produto 927","Categoria 3",9270.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",27,"2022-12-13"
928,"Produto 928","Categoria 4",9280.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",28,"2022-12-12"
929,"Produto 929","Categoria 5",9290.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",29,"2022-12-11"
930,"Produto 930","Categoria 1",9300.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",30,"2022-12-10"
931,"Produto 931","Categoria 2",9310.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",31,"2022-12-09"
932,"Produto 932","Categoria 3",9320.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",32,"2022-12-08"
933,"Produto 933","Categoria 4",9330.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",33,"2022-12-07"
934,"Produto 934","Categoria 5",9340.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",34,"2022-12-06"
935,"Produto 935","Categoria 1",9350.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",35,"2022-12-05"
936,"Produto 936","Categoria 2",9360.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",36,"2022-12-04"
937,"Produto 937","Categoria 3",9370.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",37,"2022-12-03"
938,"Produto 938","Categoria 4",9380.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",38,"2022-12-02"
939,"Produto 939","Categoria 5",9390.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",39,"2022-12-01"
940,"Produto 940","Categoria 1",9400.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",40,"2022-11-30"
941,"Produto 941","Categoria 2",9410.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",41,"2022-11-29"
942,"Produto 942","Categoria 3",9420.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",42,"2022-11-28"
943,"Produto 943","Categoria 4",9430.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2022-11-27"
944,"Produto 944","Categoria 5",9440.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2022-11-26"
945,"Produto 945","Categoria 1",9450.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2022-11-25"
946,"Produto 946","Categoria 2",9460.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2022-11-24"
947,"Produto 947","Categoria 3",9470.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2022-11-23"
948,"Produto 948","Categoria 4",9480.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2022-11-22"
949,"Produto 949","Categoria 5",9490.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2022-11-21"
950,"Produto 950","Categoria 1",9500.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2022-11-20"
951,"Produto 951","Categoria 2",9510.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2022-11-19"
952,"Produto 952","Categoria 3",9520.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2022-11-18"
953,"Produto 953","Categoria 4",9530.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2022-11-17"
954,"Produto 954","Categoria 5",9540.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2022-11-16"
955,"Produto 955","Categoria 1",9550.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2022-11-15"
956,"Produto 956","Categoria 2",9560.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2022-11-14"
957,"Produto 957","Categoria 3",9570.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2022-11-13"
958,"Produto 958","Categoria 4",9580.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2022-11-12"
959,"Produto 959","Categoria 5",9590.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2022-11-11"
960,"Produto 960","Categoria 1",9600.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2022-11-10"
961,"Produto 961","Categoria 2",9610.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2022-11-09"
962,"Produto 962","Categoria 3",9620.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2022-11-08"
963,"Produto 963","Categoria 4",9630.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2022-11-07"
964,"Produto 964","Categoria 5",9640.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2022-11-06"
965,"Produto 965","Categoria 1",9650.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2022-11-05"
966,"Produto 966","Categoria 2",9660.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2022-11-04"
967,"Produto 967","Categoria 3",9670.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2022-11-03"
968,"Produto 968","Categoria 4",9680.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2022-11-02"
969,"Produto 969","Categoria 5",9690.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2022-11-01"
970,"Produto 970","Categoria 1",9700.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2022-10-31"
971,"Produto 971","Categoria 2",9710.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2022-10-30"
972,"Produto 972","Categoria 3",9720.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2022-10-29"
973,"Produto 973","Categoria 4",9730.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2022-10-28"
974,"Produto 974","Categoria 5",9740.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2022-10-27"
975,"Produto 975","Categoria 1",9750.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2022-10-26"
976,"Produto 976","Categoria 2",9760.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2022-10-25"
977,"Produto 977","Categoria 3",9770.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2022-10-24"
978,"Produto 978","Categoria 4",9780.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2022-10-23"
979,"Produto 979","Categoria 5",9790.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2022-10-22"
980,"Produto 980","Categoria 1",9800.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2022-10-21"
981,"Produto 981","Categoria 2",9810.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2022-10-20"
982,"Produto 982","Categoria 3",9820.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2022-10-19"
983,"Produto 983","Categoria 4",9830.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2022-10-18"
984,"Produto 984","Categoria 5",9840.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2022-10-17"
985,"Produto 985","Categoria 1",9850.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2022-10-16"
986,"Produto 986","Categoria 2",9860.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2022-10-15"
987,"Produto 987","Categoria 3",9870.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2022-10-14"
988,"Produto 988","Categoria 4",9880.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2022-10-13"
989,"Produto 989","Categoria 5",9890.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2022-10-12"
990,"Produto 990","Categoria 1",9900.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2022-10-11"
991,"Produto 991","Categoria 2",9910.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2022-10-10"
992,"Produto 992","Categoria 3",9920.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2022-10-09"
993,"Produto 993","Categoria 4",9930.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2022-10-08"
994,"Produto 994","Categoria 5",9940.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2022-10-07"
995,"Produto 995","Categoria 1",9950.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2022-10-06"
996,"Produto 996","Categoria 2",9960.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2022-10-05"
997,"Produto 997","Categoria 3",9970.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2022-10-04"
998,"Produto 998","Categoria 4",9980.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2022-10-03"
999,"Produto 999","Categoria 5",9990.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2022-10-02"
1000,"Produto 1000","Categoria 1",10000.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2022-10-01"
